workerid	Answer.age	Answer.gender	Answer.nativeLanguage	Answer.condition	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59																
A3STCVMPH67K5Q	35	F	english	1	-0.709527508	-0.709527508	-0.075252917	-0.075252917	-0.075252917	-0.075252917	-1.343802098	-1.343802098	-0.709527508	-0.075252917	-0.709527508	-0.075252917	-1.978076688	1.193296263	0.559021673	1.193296263	0.559021673	-0.075252917	1.193296263	1.193296263	1.193296263	1.193296263	-0.075252917	1.193296263	0.559021673	1.193296263	-2.612351278	-0.075252917	-0.075252917	-0.075252917	0.559021673	0.559021673	0.559021673	-0.075252917	-0.075252917	0.559021673	1.193296263	0.559021673	-0.709527508	1.193296263	-0.075252917	-0.709527508	0.559021673	1.193296263	0.559021673	1.193296263	0.559021673	-0.709527508	-1.343802098	0.559021673	-2.612351278	1.193296263	-1.978076688	-0.709527508	-0.075252917	0.559021673	-0.709527508	-1.978076688	-0.075252917																
A29IAD2FNB2RNE	35	F	English	1	-1.163955511	-1.163955511	-0.792748078	-0.421540645	1.063289089	-1.163955511	-1.163955511	-0.421540645	-1.163955511	-0.792748078	-1.163955511	-1.163955511	-1.163955511	1.063289089	1.063289089	1.063289089	1.063289089	-0.050333211	1.063289089	1.063289089	1.063289089	1.063289089	1.063289089	1.063289089	1.063289089	1.063289089	-1.163955511	1.063289089	1.063289089	1.063289089	1.063289089	1.063289089	0.320874222	1.063289089	-0.050333211	-0.050333211	1.063289089	1.063289089	-0.050333211	1.063289089	1.063289089	1.063289089	0.320874222	-1.163955511	-1.163955511	-1.163955511	-1.163955511	-1.163955511	-1.163955511	-0.050333211	-1.163955511	-1.163955511	-1.163955511	-1.163955511	-0.792748078	-1.163955511	-0.421540645	-0.050333211	1.063289089																
A1I548TSF88TYC	35	F	english	1	1.344837564	-0.790016685	-0.790016685	-0.790016685	-0.790016685	-0.790016685	-0.790016685	-0.790016685	-0.790016685	-0.790016685	-0.790016685	-0.790016685	-0.790016685	1.344837564	1.344837564	1.344837564	1.344837564	1.344837564	1.344837564	1.344837564	1.344837564	1.344837564	1.344837564	1.344837564	-0.790016685	1.344837564	-0.790016685	-0.790016685	-0.790016685	1.344837564	-0.790016685	-0.790016685	-0.078398602	-0.434207644	1.344837564	1.344837564	1.344837564	1.344837564	0.633219481	1.344837564	-0.790016685	1.344837564	-0.078398602	-0.790016685	-0.790016685	-0.790016685	-0.790016685	-0.790016685	-0.790016685	-0.078398602	-0.790016685	-0.790016685	-0.790016685	-0.790016685	-0.790016685	-0.790016685	-0.790016685	-0.790016685	-0.790016685																
AGI7DMA109R6C	25	F	English	1	1.11806417	-0.780231831	-0.305657831	-0.305657831	-1.254805831	-0.780231831	-0.780231831	-0.305657831	-0.780231831	-1.254805831	-0.780231831	-1.254805831	-0.780231831	1.592638171	1.11806417	0.64349017	1.592638171	1.592638171	1.11806417	1.11806417	1.592638171	1.592638171	1.592638171	-0.305657831	0.64349017	1.592638171	-1.254805831	1.592638171	-0.305657831	-0.305657831	1.11806417	0.64349017	-0.780231831	1.11806417	0.64349017	-0.305657831	1.11806417	-0.305657831	-0.305657831	1.11806417	-0.305657831	-0.305657831	0.16891617	-0.780231831	-0.780231831	-1.254805831	-0.780231831	-1.254805831	-1.254805831	0.64349017	-1.254805831	-0.305657831	-0.780231831	-0.305657831	-0.780231831	-1.254805831	-1.254805831	-0.305657831	1.11806417																
A3H2NSZ2WLPA5D	35	F	English	1	-0.409291342	0.95758729	0.95758729	0.50196108	-0.409291342	-0.864917553	0.50196108	0.95758729	-0.409291342	-0.409291342	0.50196108	-1.776169974	-0.864917553	0.95758729	0.50196108	0.046334869	0.50196108	0.95758729	0.95758729	0.95758729	0.95758729	0.95758729	0.95758729	0.95758729	0.046334869	-0.409291342	-1.776169974	0.046334869	0.95758729	0.95758729	0.046334869	0.50196108	0.95758729	0.046334869	-0.409291342	-0.409291342	0.95758729	0.50196108	-1.776169974	0.50196108	-1.776169974	0.046334869	-1.776169974	-1.320543763	0.046334869	-1.776169974	0.95758729	-0.409291342	-1.776169974	0.95758729	0.50196108	0.95758729	-1.320543763	0.95758729	-1.776169974	0.95758729	-1.776169974	-1.320543763	0.95758729																
A2BNOEYZ3VRW2R	65	F	english	1	1.007511783	-0.984997554	-0.984997554	-0.984997554	-0.984997554	-0.984997554	-0.984997554	-0.984997554	-0.984997554	-0.984997554	-0.984997554	-0.984997554	-0.984997554	-0.984997554	1.007511783	1.007511783	1.007511783	1.007511783	1.007511783	1.007511783	1.007511783	1.007511783	1.007511783	1.007511783	1.007511783	1.007511783	-0.984997554	1.007511783	1.007511783	1.007511783	1.007511783	1.007511783	-0.984997554	1.007511783	1.007511783	-0.652912664	1.007511783	1.007511783	1.007511783	1.007511783	1.007511783	1.007511783	1.007511783	-0.984997554	-0.984997554	-0.984997554	-0.984997554	-0.984997554	-0.984997554	1.007511783	-0.984997554	-0.984997554	-0.984997554	1.007511783	-0.984997554	-0.984997554	-0.984997554	-0.984997554	-0.984997554																
A16RAPF09VVPIZ	25	M	English	1	0.510158526	-0.906281616	-1.260391651	-1.260391651	-1.260391651	-1.260391651	-1.260391651	-1.260391651	-1.260391651	-0.906281616	-1.260391651	0.864268561	-1.260391651	0.864268561	0.864268561	0.864268561	0.864268561	0.864268561	0.864268561	0.864268561	0.864268561	0.864268561	0.864268561	0.864268561	0.864268561	0.864268561	-1.260391651	0.510158526	0.864268561	0.864268561	0.864268561	0.864268561	-0.906281616	-0.198061545	0.864268561	0.864268561	0.864268561	0.864268561	0.15604849	0.864268561	0.864268561	0.864268561	0.864268561	-1.260391651	0.15604849	-1.260391651	0.864268561	-1.260391651	-1.260391651	0.864268561	-1.260391651	0.864268561	-1.260391651	0.864268561	-1.260391651	-1.260391651	-1.260391651	-1.260391651	0.864268561																
A2S4N52QRYJ1TB	35	M	English	1	0.696028367	-1.089435704	-1.089435704	-1.089435704	-1.089435704	-1.089435704	-1.089435704	-1.089435704	-1.089435704	-1.089435704	-1.089435704	-1.089435704	-1.089435704	1.053121181	-0.375250076	1.053121181	0.696028367	1.053121181	1.053121181	1.053121181	1.053121181	1.053121181	1.053121181	1.053121181	1.053121181	1.053121181	-1.089435704	0.338935553	0.338935553	1.053121181	1.053121181	1.053121181	-1.089435704	-0.73234289	-0.018157262	1.053121181	1.053121181	1.053121181	1.053121181	-0.73234289	1.053121181	1.053121181	0.696028367	-1.089435704	-1.089435704	1.053121181	1.053121181	-1.089435704	-1.089435704	-0.018157262	-1.089435704	1.053121181	-1.089435704	-1.089435704	-0.018157262	-1.089435704	-1.089435704	-1.089435704	1.053121181																
A1JI9MNCFUSI	45	F	English	1	1.007036611	-1.053604778	-1.053604778	-1.053604778	-1.053604778	-1.053604778	-1.053604778	-1.053604778	-1.053604778	-1.053604778	-1.053604778	0.320156148	-1.053604778	1.007036611	1.007036611	1.007036611	1.007036611	1.007036611	1.007036611	1.007036611	1.007036611	1.007036611	1.007036611	1.007036611	0.66359638	1.007036611	-1.053604778	-0.023284083	1.007036611	1.007036611	1.007036611	1.007036611	1.007036611	0.320156148	-1.053604778	1.007036611	-0.023284083	1.007036611	1.007036611	1.007036611	1.007036611	-1.053604778	1.007036611	-1.053604778	-1.053604778	-1.053604778	-1.053604778	-1.053604778	-1.053604778	1.007036611	-1.053604778	1.007036611	-1.053604778	1.007036611	-1.053604778	-1.053604778	-1.053604778	-1.053604778	-1.053604778																
A2VE5IV9OD2SK1	35	M	English	1	1.545393851	0.120733895	0.120733895	1.545393851	1.545393851	1.070507199	0.120733895	0.120733895	-0.829039409	0.120733895	-0.829039409	-0.829039409	-0.354152757	1.545393851	1.545393851	0.120733895	1.070507199	1.545393851	1.545393851	1.545393851	-0.829039409	0.120733895	0.120733895	0.120733895	-0.829039409	1.545393851	-1.303926062	0.120733895	0.120733895	-1.303926062	-0.829039409	1.545393851	1.070507199	1.070507199	-0.354152757	0.120733895	-0.829039409	0.120733895	-0.829039409	0.120733895	1.545393851	0.595620547	0.120733895	-1.303926062	-0.829039409	-0.829039409	-1.303926062	-0.829039409	-1.303926062	0.120733895	-0.829039409	-1.303926062	-1.303926062	-1.303926062	-1.303926062	-0.829039409	0.120733895	-1.303926062	0.595620547																
A27RWHP3EDWPU4	17	M	English	2	-0.441334019	-0.441334019	-0.441334019	-1.126563155	-1.126563155	-1.126563155	-0.441334019	-0.441334019	-1.126563155	-1.811792291	-0.441334019	-1.126563155	-0.441334019	0.929124252	0.929124252	0.929124252	0.929124252	1.614353387	0.929124252	0.929124252	0.243895116	1.614353387	1.614353387	0.929124252	0.929124252	1.614353387	0.929124252	0.929124252	0.243895116	-0.441334019	0.929124252	0.243895116	0.929124252	0.929124252	0.243895116	0.929124252	0.929124252	0.929124252	0.929124252	-0.441334019	0.929124252	0.243895116	-1.811792291	0.929124252	-0.441334019	-1.126563155	0.929124252	-1.126563155	-1.811792291	-1.126563155	-0.441334019	-0.441334019	-1.126563155	-1.126563155	-0.441334019	-1.811792291	-1.126563155	-0.441334019	-0.441334019																
A3PHLJCFOXAH2X	35	F	english	2	-0.01214382	-0.728629225	-0.728629225	-1.44511463	-1.44511463	-0.01214382	-1.44511463	0.704341584	-0.728629225	-1.44511463	-0.728629225	-1.44511463	-0.01214382	0.704341584	-0.728629225	0.704341584	0.704341584	1.420826989	1.420826989	1.420826989	1.420826989	1.420826989	1.420826989	1.420826989	0.704341584	0.704341584	1.420826989	0.704341584	1.420826989	0.704341584	0.704341584	0.704341584	-0.728629225	-0.01214382	-0.728629225	0.704341584	1.420826989	1.420826989	-0.728629225	-0.728629225	1.420826989	-0.01214382	-0.728629225	0.704341584	-0.728629225	-0.728629225	-0.01214382	-1.44511463	-0.728629225	-0.728629225	-0.728629225	-0.728629225	-1.44511463	-0.728629225	-0.728629225	-0.728629225	-1.44511463	0.704341584	-0.728629225																
AMCSPVT5REPA7	65	F	English	2	-0.784420038	-0.398746853	-0.784420038	-0.784420038	-0.784420038	-0.784420038	-0.784420038	-0.398746853	-0.784420038	-0.784420038	-0.784420038	-0.784420038	-0.784420038	1.529619074	-0.398746853	1.529619074	1.529619074	1.529619074	1.529619074	1.529619074	1.529619074	-0.784420038	1.529619074	1.529619074	-0.013073667	1.529619074	1.529619074	-0.398746853	1.529619074	0.758272704	0.758272704	0.758272704	-0.398746853	-0.784420038	-0.784420038	1.529619074	0.758272704	0.758272704	1.529619074	-0.784420038	1.529619074	-0.398746853	-0.784420038	-0.784420038	-0.784420038	-0.013073667	-0.784420038	-0.784420038	-0.784420038	-0.784420038	-0.784420038	-0.784420038	-0.784420038	-0.784420038	-0.784420038	-0.784420038	-0.784420038	-0.784420038	-0.784420038																
A1433R46IE0LRD	25	M	English	2	0.194666805	-1.035905498	-1.035905498	-1.035905498	-0.215523963	-1.035905498	-1.035905498	0.604857572	-1.035905498	-1.035905498	-1.035905498	-1.035905498	-1.446096265	1.01504834	1.01504834	1.01504834	1.01504834	1.01504834	1.01504834	1.01504834	1.01504834	1.01504834	1.01504834	1.01504834	1.01504834	0.604857572	1.01504834	0.194666805	1.01504834	-1.446096265	1.01504834	1.01504834	1.01504834	0.604857572	1.01504834	1.01504834	1.01504834	1.01504834	1.01504834	0.604857572	1.01504834	1.01504834	-1.035905498	-1.035905498	-0.215523963	-0.62571473	0.194666805	-1.035905498	-1.035905498	-1.446096265	-1.035905498	-1.035905498	-1.446096265	0.604857572	-1.035905498	-1.446096265	-1.035905498	-1.035905498	-1.035905498																
A2435B8QRN44R9	25	M	English	2	0.107349184	0.107349184	0.107349184	0.107349184	-1.044214793	0.107349184	-1.044214793	0.683131173	-1.044214793	-1.044214793	0.107349184	-1.044214793	-0.468432804	0.107349184	1.258913161	1.83469515	1.258913161	0.683131173	1.83469515	2.410477138	1.258913161	0.683131173	1.83469515	0.683131173	0.683131173	0.683131173	0.683131173	-1.044214793	-1.044214793	-1.044214793	-0.468432804	0.107349184	0.683131173	0.683131173	0.107349184	-1.044214793	0.683131173	1.83469515	-0.468432804	0.107349184	0.107349184	-1.044214793	0.683131173	-1.044214793	0.683131173	-1.044214793	-1.044214793	1.83469515	-1.044214793	-1.044214793	-1.044214793	-1.044214793	-1.044214793	-0.468432804	0.107349184	-1.044214793	-1.044214793	-1.044214793	-1.044214793																
AX0X57YLWLQK4	25	M	English	2	0.131533803	0.131533803	0.131533803	0.131533803	-0.644515634	-0.644515634	-2.196614507	0.131533803	-2.196614507	-0.644515634	-1.42056507	-0.644515634	0.131533803	0.907583239	0.907583239	0.907583239	0.907583239	0.907583239	0.907583239	0.907583239	0.907583239	0.907583239	-0.644515634	0.907583239	0.907583239	0.907583239	0.907583239	0.907583239	0.907583239	-1.42056507	0.907583239	0.907583239	0.907583239	0.907583239	0.907583239	0.907583239	0.907583239	0.907583239	0.907583239	0.907583239	0.907583239	0.907583239	-1.42056507	-0.644515634	-0.644515634	-0.644515634	0.131533803	-0.644515634	-1.42056507	-1.42056507	-0.644515634	-0.644515634	-0.644515634	-0.644515634	-0.644515634	-2.972663943	-0.644515634	-0.644515634	-0.644515634																
A77ZIC3UR0UL4	35	M	English	2	0.650481746	-1.481652867	0.117448093	1.1835154	-1.481652867	-1.481652867	-1.481652867	-1.481652867	-1.481652867	0.117448093	1.1835154	0.650481746	1.1835154	-0.948619213	0.650481746	-0.41558556	1.1835154	-0.41558556	0.650481746	0.650481746	1.1835154	1.716549053	0.650481746	1.716549053	-1.481652867	0.117448093	0.650481746	-0.948619213	1.716549053	-0.41558556	0.117448093	0.650481746	1.1835154	0.117448093	1.1835154	0.650481746	-0.948619213	-0.41558556	0.117448093	0.650481746	0.117448093	0.650481746	0.117448093	-0.948619213	0.650481746	-1.481652867	0.117448093	-0.41558556	-1.481652867	0.117448093	-0.948619213	-0.41558556	0.650481746	-0.948619213	-1.481652867	-0.41558556	1.716549053	0.117448093	-1.481652867																
A80X2FTFDSR19	35	F	English	2	0.765221985	1.22126337	-1.514984941	0.3091806	-1.058943555	-0.60290217	-1.058943555	-1.058943555	-0.146860785	-0.60290217	-0.146860785	-1.058943555	-0.146860785	1.22126337	-0.60290217	1.22126337	-1.058943555	1.22126337	0.765221985	1.22126337	1.22126337	1.22126337	1.22126337	1.22126337	1.22126337	0.765221985	1.22126337	0.3091806	1.22126337	0.3091806	-0.146860785	-1.058943555	1.22126337	1.22126337	-0.60290217	0.765221985	0.765221985	0.765221985	-0.146860785	0.765221985	1.22126337	0.765221985	0.3091806	-0.60290217	-1.058943555	0.765221985	-1.514984941	-0.146860785	-1.514984941	-1.058943555	-0.60290217	-0.146860785	-1.514984941	-1.058943555	-0.60290217	-1.514984941	-1.514984941	-1.058943555	-1.514984941																
A2EXMUJYR843HT	25	F	English	2	0.631927664	0.188073709	-1.587342108	-0.699634199	-0.699634199	-1.143488153	-1.587342108	0.188073709	-1.143488153	-1.143488153	-1.143488153	-1.587342108	-0.255780245	1.075781618	1.075781618	1.075781618	1.075781618	1.075781618	0.631927664	1.075781618	1.075781618	1.075781618	1.075781618	1.075781618	1.075781618	1.075781618	1.075781618	0.188073709	1.075781618	-0.255780245	0.631927664	1.075781618	1.075781618	1.075781618	0.188073709	0.631927664	1.075781618	1.075781618	1.075781618	0.188073709	0.631927664	0.188073709	0.631927664	0.631927664	-0.699634199	-0.699634199	-0.699634199	-1.143488153	-1.143488153	-1.143488153	-1.143488153	-1.143488153	-0.699634199	-1.143488153	-0.699634199	-1.587342108	-1.587342108	-1.143488153	-1.143488153																
A1CBG485M6HD11	35	M	english	2	0.076726929	1.208449131	-1.054995273	-1.054995273	0.453967663	-0.300513805	-1.054995273	0.831208397	-0.300513805	-1.054995273	-1.054995273	-1.054995273	-1.054995273	1.208449131	-1.054995273	1.208449131	1.208449131	0.453967663	0.831208397	1.208449131	1.208449131	1.208449131	1.208449131	1.208449131	1.208449131	0.831208397	1.208449131	-1.054995273	1.208449131	-1.054995273	1.208449131	-0.300513805	0.831208397	1.208449131	1.208449131	1.208449131	1.208449131	-0.300513805	0.076726929	-1.054995273	-0.300513805	0.831208397	0.076726929	1.208449131	-1.054995273	0.453967663	-0.677754539	-1.054995273	-1.054995273	-1.054995273	-1.054995273	-1.054995273	-1.054995273	-1.054995273	-1.054995273	-1.054995273	-1.054995273	-1.054995273	-1.054995273																
A2MG7AHPXYGJF3	45	F	English	3	1.272306437	-1.002423253	-1.002423253	-0.623301638	1.272306437	-1.002423253	-0.623301638	-0.623301638	-1.002423253	-0.623301638	-1.002423253	-0.623301638	-1.002423253	1.272306437	0.893184822	-0.623301638	1.272306437	1.272306437	1.272306437	1.272306437	1.272306437	1.272306437	-0.244180023	1.272306437	1.272306437	0.134941592	1.272306437	1.272306437	0.514063207	-0.623301638	1.272306437	0.134941592	1.272306437	1.272306437	1.272306437	1.272306437	1.272306437	-0.623301638	0.134941592	-0.244180023	1.272306437	0.134941592	-1.002423253	-1.002423253	-1.002423253	-1.002423253	-1.002423253	-0.623301638	-0.623301638	-1.002423253	-1.002423253	-1.002423253	-1.002423253	-0.623301638	-1.002423253	-1.002423253	-1.002423253	-1.002423253	-1.002423253																
A3AEPLSZ0B3KEZ	25	F	English	3	0.305678902	-1.081633038	0.768116216	0.768116216	-0.156758411	0.305678902	0.768116216	-1.544070352	-0.156758411	-1.081633038	-0.619195725	0.305678902	-1.544070352	1.230553529	1.230553529	1.230553529	1.230553529	1.230553529	-1.544070352	1.230553529	1.230553529	1.230553529	-1.081633038	1.230553529	1.230553529	1.230553529	1.230553529	1.230553529	1.230553529	-0.156758411	-0.619195725	1.230553529	-1.544070352	0.768116216	-1.081633038	0.768116216	-0.156758411	-1.081633038	1.230553529	-0.619195725	0.305678902	-1.544070352	-0.156758411	-0.156758411	-0.619195725	0.305678902	-1.081633038	-1.544070352	-0.156758411	-0.156758411	-1.081633038	-1.544070352	-1.081633038	-0.156758411	-1.081633038	0.768116216	-0.156758411	-0.619195725	-0.619195725																
A21VX2GK334C0J	25	F	English	3	-0.528058855	1.056117709	0.528058855	-0.528058855	0	-0.528058855	0	-0.528058855	-0.528058855	-0.528058855	-0.528058855	-0.528058855	-0.528058855	0	1.584176564	1.584176564	0	1.584176564	0.528058855	1.584176564	1.584176564	1.584176564	-1.056117709	1.584176564	0	1.584176564	1.584176564	-0.528058855	1.584176564	0.528058855	-0.528058855	0.528058855	0.528058855	-0.528058855	-1.056117709	1.584176564	-0.528058855	-0.528058855	0	-0.528058855	0	-1.584176564	-1.584176564	1.584176564	-0.528058855	1.584176564	-1.584176564	-0.528058855	-1.056117709	-0.528058855	-0.528058855	-1.056117709	-0.528058855	-1.056117709	0	-1.584176564	-0.528058855	-1.056117709	-0.528058855																
