hitid	hittypeid	title	description	keywords	reward	creationtime	assignments	numavailable	numpending	numcomplete	hitstatus	reviewstatus	annotation	assignmentduration	autoapprovaldelay	hitlifetime	viewhit	assignmentid	workerid	assignmentstatus	autoapprovaltime	assignmentaccepttime	assignmentsubmittime	assignmentapprovaltime	assignmentrejecttime	deadline	feedback	reject	Answer.funninessResults	Answer.comments	Answer.uniqueIDs	Answer.age	Answer.gender	Answer.condition	Answer.nativeLanguage	Answer.orders	Answer.sensiblenessResults
2ZCB2YU98JHSNY18H56BP9IP91INBH	2M0DZKPFE4EG7U3RYAC8O9NZWIOG6J	Sentence Rating	Read some sentences and rate how funny they are.	"rating,words,language,experiment,relatedness"	$0.80 	Mon Jan 14 13:10:04 PST 2013	100	0	0	0	Reviewable	NotReviewed	1 condition	3600	864000	Wed Jan 16 09:14:08 PST 2013	http://requester.mturk.com/mturk/manageHIT?HITId=2ZCB2YU98JHSNY18H56BP9IP91INBH	280E4BLYHVI4Y1I7GQL8JNE3VXN0UO	A2E0RGO4W3J9GF	Submitted	Fri Jan 25 09:26:45 PST 2013	Tue Jan 15 09:18:49 PST 2013	Tue Jan 15 09:26:45 PST 2013						"[4,4,4,3,3,4,4,3,3,3,3,3,4,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,5,4,3,3,4,2,6,3,3,1,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,4,3,4]"	""""""	"[2,10,18,26,34,44,52,60,73,81,89,97,105,111,119,127,135,143,153,161,169,175,183,191,199,207,217,225,233,236,244,252,260,268,278,286,294,307,315,323,331,339,343,351,359,367,375,385,393,401,409,417,425,433,441,451,459,467]"	"""25"""	"""M"""	7	"""English"""	"[3,47,34,13,37,58,25,7,12,50,8,28,15,27,42,40,32,56,39,19,46,36,18,53,33,16,30,35,14,24,21,20,57,48,54,5,10,6,52,9,29,17,4,31,41,11,38,49,44,1,43,22,23,45,51,2,26,55]"	"[3,6,4,7,4,4,4,3,6,3,3,3,3,5,5,6,6,4,6,7,6,5,7,6,6,7,6,6,7,3,5,7,6,6,4,7,7,7,3,3,6,3,7,5,6,3,5,3,6,3,6,3,3,6,3,3,3,3]"
2ZCB2YU98JHSNY18H56BP9IP91INBH	2M0DZKPFE4EG7U3RYAC8O9NZWIOG6J	Sentence Rating	Read some sentences and rate how funny they are.	"rating,words,language,experiment,relatedness"	$0.80 	Mon Jan 14 13:10:04 PST 2013	100	0	0	0	Reviewable	NotReviewed	1 condition	3600	864000	Wed Jan 16 09:14:08 PST 2013	http://requester.mturk.com/mturk/manageHIT?HITId=2ZCB2YU98JHSNY18H56BP9IP91INBH	2WBTUHYW2GTP340COANM7692VARQLH	A3STCVMPH67K5Q	Submitted	Fri Jan 25 09:27:01 PST 2013	Tue Jan 15 09:19:15 PST 2013	Tue Jan 15 09:27:01 PST 2013						"[1,3,4,2,1,1,1,1,1,2,3,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,3,2,1,1,1,1,2,1,2,2,5,2,2,3,1,1,1,1,2,1,1,1,1,3,1,1,1,1]"	"""Thank you!"""	"[4,12,20,28,36,46,54,62,67,75,83,91,99,113,121,129,137,145,147,155,163,177,185,193,201,209,211,219,227,235,238,246,254,262,270,280,288,296,301,309,317,325,333,345,353,361,369,377,387,395,403,411,419,427,435,443,453,461,469]"	"""35"""	"""F"""	1	"""english"""	"[21,31,46,44,57,53,29,37,58,51,48,27,14,56,42,7,1,8,35,4,59,33,49,6,11,50,15,47,40,43,10,3,34,39,12,28,2,32,18,25,17,13,22,9,19,23,20,36,24,5,16,41,30,52,38,54,45,26,55]"	"[4,4,5,5,5,5,3,3,4,5,4,5,2,7,6,7,6,5,7,7,7,7,5,7,6,7,1,5,5,5,6,6,6,5,5,6,7,6,4,7,5,4,6,7,6,7,6,4,3,6,1,7,2,4,5,6,4,2,5]"
2ZCB2YU98JHSNY18H56BP9IP91INBH	2M0DZKPFE4EG7U3RYAC8O9NZWIOG6J	Sentence Rating	Read some sentences and rate how funny they are.	"rating,words,language,experiment,relatedness"	$0.80 	Mon Jan 14 13:10:04 PST 2013	100	0	0	0	Reviewable	NotReviewed	1 condition	3600	864000	Wed Jan 16 09:14:08 PST 2013	http://requester.mturk.com/mturk/manageHIT?HITId=2ZCB2YU98JHSNY18H56BP9IP91INBH	28F5F3Q0JG5TSZDHS324FF9WVEUHDX	A1FIY55XZLEFTT	Submitted	Fri Jan 25 09:28:41 PST 2013	Tue Jan 15 09:19:17 PST 2013	Tue Jan 15 09:28:41 PST 2013						"[4,1,5,1,5,1,5,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,2,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1]"	"""none"""	"[7,15,23,31,39,41,49,57,65,70,78,86,94,102,108,116,124,132,140,150,158,166,172,180,188,196,204,214,222,230,241,249,257,265,273,283,291,299,304,312,320,328,336,348,356,364,372,380,382,390,398,406,414,422,430,438,448,456,464]"	"""35"""	"""F"""	4	"""english"""	"[7,45,14,23,39,20,2,27,3,40,44,6,11,52,10,8,56,41,21,32,35,36,17,53,31,51,13,37,9,42,16,49,54,25,29,47,4,59,50,38,57,55,48,26,58,5,28,33,1,22,30,18,46,12,24,43,15,19,34]"	"[4,1,2,3,2,3,5,1,4,2,1,2,3,2,6,6,6,6,2,6,6,6,7,6,6,5,6,6,6,6,1,6,5,6,2,6,6,4,4,6,6,6,6,1,2,3,6,2,1,5,1,1,2,1,2,2,2,1,1]"
2ZCB2YU98JHSNY18H56BP9IP91INBH	2M0DZKPFE4EG7U3RYAC8O9NZWIOG6J	Sentence Rating	Read some sentences and rate how funny they are.	"rating,words,language,experiment,relatedness"	$0.80 	Mon Jan 14 13:10:04 PST 2013	100	0	0	0	Reviewable	NotReviewed	1 condition	3600	864000	Wed Jan 16 09:14:08 PST 2013	http://requester.mturk.com/mturk/manageHIT?HITId=2ZCB2YU98JHSNY18H56BP9IP91INBH	2EKMEZZ2MIKMHMKDLEP3ETW004H6N4	A3AFXPGOHL9D23	Submitted	Fri Jan 25 09:31:39 PST 2013	Tue Jan 15 09:25:13 PST 2013	Tue Jan 15 09:31:39 PST 2013						"[6,5,1,6,5,1,5,4,4,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,5,1,1,1,1,1,1,1,1,2,2,2,1,1,2,1,1,1,1,1,1,1,3,1,1,1,1]"	""""""	"[1,9,17,25,33,43,51,59,72,80,88,96,104,110,118,126,134,142,152,160,168,174,182,190,198,206,216,224,232,243,251,259,267,275,277,285,293,306,314,322,330,338,342,350,358,366,374,384,392,400,408,416,424,432,440,450,458,466]"	"""25"""	"""F"""	6	"""English"""	"[28,46,32,12,54,18,40,34,8,9,55,14,45,44,49,24,29,27,21,52,15,57,30,39,7,5,26,43,20,17,6,13,22,47,51,3,42,19,35,58,4,33,48,25,56,36,37,53,50,2,41,11,16,1,10,31,38,23]"	"[6,6,5,6,6,4,6,5,5,3,5,5,4,7,7,6,7,7,7,7,7,7,7,7,1,6,7,7,7,5,2,5,3,7,7,7,7,3,7,7,5,6,6,6,5,4,5,4,5,5,3,4,5,5,5,4,5,5]"
2ZCB2YU98JHSNY18H56BP9IP91INBH	2M0DZKPFE4EG7U3RYAC8O9NZWIOG6J	Sentence Rating	Read some sentences and rate how funny they are.	"rating,words,language,experiment,relatedness"	$0.80 	Mon Jan 14 13:10:04 PST 2013	100	0	0	0	Reviewable	NotReviewed	1 condition	3600	864000	Wed Jan 16 09:14:08 PST 2013	http://requester.mturk.com/mturk/manageHIT?HITId=2ZCB2YU98JHSNY18H56BP9IP91INBH	2X5WIOV1S7SNXQJLQ6UYJZ8RBD9ZKJ	A29IAD2FNB2RNE	Submitted	Fri Jan 25 09:33:46 PST 2013	Tue Jan 15 09:25:02 PST 2013	Tue Jan 15 09:33:46 PST 2013						"[4,1,5,5,5,1,1,5,3,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,2,1,1,4,4,4,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,5,1,1,1,1]"	"""N/A --  Thanks for the opportunity!"""	"[4,12,20,28,36,46,54,62,67,75,83,91,99,113,121,129,137,145,147,155,163,177,185,193,201,209,211,219,227,235,238,246,254,262,270,280,288,296,301,309,317,325,333,345,353,361,369,377,387,395,403,411,419,427,435,443,453,461,469]"	"""35"""	"""F"""	1	"""English"""	"[22,50,11,2,36,53,15,9,27,13,48,44,51,52,54,7,58,25,32,55,20,4,43,17,57,41,30,56,47,10,34,46,6,39,5,28,14,37,12,16,42,35,3,45,40,21,38,18,19,33,29,23,26,59,8,31,24,1,49]"	"[1,1,2,3,7,1,1,3,1,2,1,1,1,7,7,7,7,4,7,7,7,7,7,7,7,7,1,7,7,7,7,7,5,7,4,4,7,7,4,7,7,7,5,1,1,1,1,1,1,4,1,1,1,1,2,1,3,4,7]"
2ZCB2YU98JHSNY18H56BP9IP91INBH	2M0DZKPFE4EG7U3RYAC8O9NZWIOG6J	Sentence Rating	Read some sentences and rate how funny they are.	"rating,words,language,experiment,relatedness"	$0.80 	Mon Jan 14 13:10:04 PST 2013	100	0	0	0	Reviewable	NotReviewed	1 condition	3600	864000	Wed Jan 16 09:14:08 PST 2013	http://requester.mturk.com/mturk/manageHIT?HITId=2ZCB2YU98JHSNY18H56BP9IP91INBH	2M4F0CP5KXPTC08NT374VM7R1SJXYE	A2J6T9ELNZ97JH	Submitted	Fri Jan 25 09:34:52 PST 2013	Tue Jan 15 09:23:06 PST 2013	Tue Jan 15 09:34:52 PST 2013						"[4,6,5,5,3,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,6,5,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,5,2,1,1,2,1,1]"	"""Interesting and humorous. Thank you."""	"[8,16,24,32,40,42,50,58,71,79,87,95,103,109,117,125,133,141,151,159,167,173,181,189,197,205,215,223,231,242,250,258,266,274,276,284,292,300,305,313,321,329,337,341,349,357,365,373,383,391,399,407,415,423,431,439,449,457,465]"	"""65"""	"""M"""	5	"""English"""	"[10,55,21,18,47,31,8,59,23,20,57,14,25,30,9,40,43,54,2,28,5,3,19,12,52,39,50,51,53,29,15,48,36,1,22,37,32,17,58,26,16,44,56,13,33,34,6,41,38,46,45,24,7,42,27,35,4,11,49]"	"[6,4,3,3,2,1,1,1,7,2,1,3,5,6,7,7,7,5,7,7,7,7,6,7,7,7,7,7,5,7,2,1,6,5,1,6,1,5,7,6,5,5,7,4,1,1,1,5,1,1,1,1,2,2,1,1,1,1,7]"
2ZCB2YU98JHSNY18H56BP9IP91INBH	2M0DZKPFE4EG7U3RYAC8O9NZWIOG6J	Sentence Rating	Read some sentences and rate how funny they are.	"rating,words,language,experiment,relatedness"	$0.80 	Mon Jan 14 13:10:04 PST 2013	100	0	0	0	Reviewable	NotReviewed	1 condition	3600	864000	Wed Jan 16 09:14:08 PST 2013	http://requester.mturk.com/mturk/manageHIT?HITId=2ZCB2YU98JHSNY18H56BP9IP91INBH	26R9RNDWIOV1MKISZIKG0132GLLGVW	A1I548TSF88TYC	Submitted	Fri Jan 25 09:35:01 PST 2013	Tue Jan 15 09:24:39 PST 2013	Tue Jan 15 09:35:01 PST 2013						"[5,3,6,6,1,3,1,6,4,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,7,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1]"	""""""	"[4,12,20,28,36,46,54,62,67,75,83,91,99,113,121,129,137,145,147,155,163,177,185,193,201,209,211,219,227,235,238,246,254,262,270,280,288,296,301,309,317,325,333,345,353,361,369,377,387,395,403,411,419,427,435,443,453,461,469]"	"""35"""	"""F"""	1	"""english"""	"[35,34,57,30,53,14,54,46,22,41,43,49,59,12,44,2,37,1,28,40,32,16,29,55,48,45,39,25,27,13,7,58,20,36,24,6,52,5,21,17,31,9,15,10,38,50,56,47,33,18,4,19,3,42,51,8,11,26,23]"	"[7,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,7,7,7,7,7,7,1,7,1,1,1,7,1,1,3,2,7,7,7,7,5,7,1,7,3,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1]"
2ZCB2YU98JHSNY18H56BP9IP91INBH	2M0DZKPFE4EG7U3RYAC8O9NZWIOG6J	Sentence Rating	Read some sentences and rate how funny they are.	"rating,words,language,experiment,relatedness"	$0.80 	Mon Jan 14 13:10:04 PST 2013	100	0	0	0	Reviewable	NotReviewed	1 condition	3600	864000	Wed Jan 16 09:14:08 PST 2013	http://requester.mturk.com/mturk/manageHIT?HITId=2ZCB2YU98JHSNY18H56BP9IP91INBH	2U4J011K274J1MAVSBS8T46Y01QBDC	AHHNBEYOLAUXC	Submitted	Fri Jan 25 09:35:45 PST 2013	Tue Jan 15 09:22:59 PST 2013	Tue Jan 15 09:35:45 PST 2013						"[6,4,5,5,5,5,5,6,2,3,2,4,5,1,2,2,4,3,1,1,1,2,3,1,1,1,1,2,1,6,4,2,2,2,3,2,2,2,2,5,3,2,4,2,2,2,5,2,2,3,2,2,2,2,2,4,3,2]"	""""""	"[2,10,18,26,34,44,52,60,73,81,89,97,105,111,119,127,135,143,153,161,169,175,183,191,199,207,217,225,233,236,244,252,260,268,278,286,294,307,315,323,331,339,343,351,359,367,375,385,393,401,409,417,425,433,441,451,459,467]"	"""25"""	"""F"""	7	"""english"""	"[37,17,9,10,19,54,40,28,43,13,50,4,25,45,56,57,26,33,38,36,24,12,30,44,53,51,18,41,23,52,49,58,5,8,6,14,21,11,7,34,29,55,39,32,27,16,31,20,46,1,48,22,15,42,2,47,35,3]"	"[4,3,4,4,4,4,3,3,6,3,2,2,3,7,2,6,3,2,6,6,6,6,6,5,7,6,6,6,7,6,3,5,2,2,3,6,6,4,2,3,3,2,3,2,2,2,4,2,6,2,2,2,5,2,2,3,2,2]"
2ZCB2YU98JHSNY18H56BP9IP91INBH	2M0DZKPFE4EG7U3RYAC8O9NZWIOG6J	Sentence Rating	Read some sentences and rate how funny they are.	"rating,words,language,experiment,relatedness"	$0.80 	Mon Jan 14 13:10:04 PST 2013	100	0	0	0	Reviewable	NotReviewed	1 condition	3600	864000	Wed Jan 16 09:14:08 PST 2013	http://requester.mturk.com/mturk/manageHIT?HITId=2ZCB2YU98JHSNY18H56BP9IP91INBH	2NTX3V0FK0COEF9JXRYPQK9PUILGNH	A1QAS8CPOZ5A2Z	Submitted	Fri Jan 25 09:37:42 PST 2013	Tue Jan 15 09:29:51 PST 2013	Tue Jan 15 09:37:42 PST 2013						"[6,1,4,5,6,6,4,6,1,1,6,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]"	""""""	"[1,9,17,25,33,43,51,59,72,80,88,96,104,110,118,126,134,142,152,160,168,174,182,190,198,206,216,224,232,243,251,259,267,275,277,285,293,306,314,322,330,338,342,350,358,366,374,384,392,400,408,416,424,432,440,450,458,466]"	"""35"""	"""F"""	6	"""english """	"[37,8,31,24,14,22,21,44,17,58,30,16,15,1,56,42,53,2,38,4,27,54,26,18,6,36,52,19,50,32,23,9,39,10,29,43,34,46,57,55,47,45,7,40,48,41,20,51,3,33,5,28,12,49,35,25,11,13]"	"[6,4,6,6,3,6,4,3,4,2,6,2,3,7,7,3,7,7,7,4,7,6,7,6,6,3,6,6,6,1,5,6,3,6,6,5,7,6,6,4,3,2,3,7,3,3,3,1,5,3,3,6,1,1,1,1,4,1]"
2ZCB2YU98JHSNY18H56BP9IP91INBH	2M0DZKPFE4EG7U3RYAC8O9NZWIOG6J	Sentence Rating	Read some sentences and rate how funny they are.	"rating,words,language,experiment,relatedness"	$0.80 	Mon Jan 14 13:10:04 PST 2013	100	0	0	0	Reviewable	NotReviewed	1 condition	3600	864000	Wed Jan 16 09:14:08 PST 2013	http://requester.mturk.com/mturk/manageHIT?HITId=2ZCB2YU98JHSNY18H56BP9IP91INBH	249YW2GTP9RA15V1I6X94SOJAMWTOG	A2MG7AHPXYGJF3	Submitted	Fri Jan 25 09:37:47 PST 2013	Tue Jan 15 09:24:52 PST 2013	Tue Jan 15 09:37:47 PST 2013						"[4,4,5,6,4,3,5,6,1,3,2,4,4,1,1,1,1,1,2,2,1,1,1,1,1,3,2,1,1,6,5,5,4,4,5,3,7,1,3,2,1,1,1,1,4,2,2,2,1,3,1,3,4,2,2,5,2,1,1]"	"""I wish there was more instruction about what you were looking for with the CORRECT question.  I was unsure how to use the middle options until closer to the end of the survey. """	"[6,14,22,30,38,48,56,64,69,77,85,93,101,107,115,123,131,139,149,157,165,171,179,187,195,203,213,221,229,240,248,256,264,272,282,290,298,303,311,319,327,335,347,355,363,371,379,381,389,397,405,413,421,429,437,445,447,455,463]"	"""45"""	"""F"""	3	"""English"""	"[53,59,49,27,31,29,13,56,35,58,48,15,30,39,16,10,41,23,33,22,32,38,14,11,26,9,42,12,7,24,43,47,21,37,36,50,54,5,34,25,51,44,18,20,28,40,1,57,4,19,46,8,3,6,45,17,2,52,55]"	"[7,1,1,2,7,1,2,2,1,2,1,2,1,7,6,2,7,7,7,7,7,7,3,7,7,4,7,7,5,2,7,4,7,7,7,7,7,2,4,3,7,4,1,1,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1]"
2ZCB2YU98JHSNY18H56BP9IP91INBH	2M0DZKPFE4EG7U3RYAC8O9NZWIOG6J	Sentence Rating	Read some sentences and rate how funny they are.	"rating,words,language,experiment,relatedness"	$0.80 	Mon Jan 14 13:10:04 PST 2013	100	0	0	0	Reviewable	NotReviewed	1 condition	3600	864000	Wed Jan 16 09:14:08 PST 2013	http://requester.mturk.com/mturk/manageHIT?HITId=2ZCB2YU98JHSNY18H56BP9IP91INBH	2QXTYMNCWYB43SZXOX8X71JSQE8LPO	A3QV664FTK66QI	Submitted	Fri Jan 25 09:39:40 PST 2013	Tue Jan 15 09:29:09 PST 2013	Tue Jan 15 09:39:40 PST 2013						"[5,5,6,5,4,1,5,4,5,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,4,1,1,5,2,5,2,1,4,1,1,1,1,1,1,5,1,1,1,2,1,3,1,1,1]"	"""None of these were particularly funny."""	"[7,15,23,31,39,41,49,57,65,70,78,86,94,102,108,116,124,132,140,150,158,166,172,180,188,196,204,214,222,230,241,249,257,265,273,283,291,299,304,312,320,328,336,348,356,364,372,380,382,390,398,406,414,422,430,438,448,456,464]"	"""65"""	"""M"""	4	"""English"""	"[28,36,34,40,33,52,6,35,45,47,7,31,39,27,14,48,32,58,20,25,4,5,10,42,54,16,46,18,38,26,1,55,2,57,49,13,11,12,41,3,24,53,19,43,29,8,44,59,22,17,30,50,56,9,21,37,51,15,23]"	"[6,5,7,5,3,1,4,4,5,1,4,1,1,1,7,1,7,7,6,7,7,5,7,6,7,7,7,7,7,7,2,7,7,5,3,6,6,4,2,5,6,7,7,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,1]"
2ZCB2YU98JHSNY18H56BP9IP91INBH	2M0DZKPFE4EG7U3RYAC8O9NZWIOG6J	Sentence Rating	Read some sentences and rate how funny they are.	"rating,words,language,experiment,relatedness"	$0.80 	Mon Jan 14 13:10:04 PST 2013	100	0	0	0	Reviewable	NotReviewed	1 condition	3600	864000	Wed Jan 16 09:14:08 PST 2013	http://requester.mturk.com/mturk/manageHIT?HITId=2ZCB2YU98JHSNY18H56BP9IP91INBH	2OWBLYHVI44OMFAQQD4NKZSFDBI2W9	A31860N0PB3RTK	Submitted	Fri Jan 25 09:40:08 PST 2013	Tue Jan 15 09:19:41 PST 2013	Tue Jan 15 09:40:08 PST 2013						"[5,3,4,3,4,2,3,4,1,2,4,2,2,2,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,6,5,6,4,2,2,5,1,2,1,3,2,1,1,1,2,1,3,5,2,1,1,1,2,1,1,1,2,1]"	""""""	"[8,16,24,32,40,42,50,58,71,79,87,95,103,109,117,125,133,141,151,159,167,173,181,189,197,205,215,223,231,242,250,258,266,274,276,284,292,300,305,313,321,329,337,341,349,357,365,373,383,391,399,407,415,423,431,439,449,457,465]"	"""35"""	"""M"""	5	"""English"""	"[16,56,17,52,39,37,38,24,4,45,36,55,44,9,57,26,53,59,48,54,30,50,40,3,34,18,20,1,43,33,28,31,23,5,29,6,8,41,13,32,58,51,49,46,19,7,25,2,27,10,15,42,21,47,22,11,12,14,35]"	"[5,5,4,4,5,5,5,4,6,5,5,5,4,6,7,7,7,7,7,7,7,7,5,5,7,7,7,4,7,7,7,5,5,6,6,3,6,6,5,6,6,3,7,6,5,2,4,3,5,3,3,5,7,5,4,2,2,3,4]"
2ZCB2YU98JHSNY18H56BP9IP91INBH	2M0DZKPFE4EG7U3RYAC8O9NZWIOG6J	Sentence Rating	Read some sentences and rate how funny they are.	"rating,words,language,experiment,relatedness"	$0.80 	Mon Jan 14 13:10:04 PST 2013	100	0	0	0	Reviewable	NotReviewed	1 condition	3600	864000	Wed Jan 16 09:14:08 PST 2013	http://requester.mturk.com/mturk/manageHIT?HITId=2ZCB2YU98JHSNY18H56BP9IP91INBH	22O1VP9746OQV5DVMCH6D055T6RK0D	A11Y0MK2O2IWFL	Submitted	Fri Jan 25 09:40:31 PST 2013	Tue Jan 15 09:31:36 PST 2013	Tue Jan 15 09:40:31 PST 2013						"[1,3,1,3,2,3,3,3,2,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]"	""""""	"[7,15,23,31,39,41,49,57,65,70,78,86,94,102,108,116,124,132,140,150,158,166,172,180,188,196,204,214,222,230,241,249,257,265,273,283,291,299,304,312,320,328,336,348,356,364,372,380,382,390,398,406,414,422,430,438,448,456,464]"	"""25"""	"""M"""	4	"""English"""	"[56,38,10,30,57,24,4,43,50,54,44,9,29,12,41,39,18,28,55,49,47,48,1,45,11,15,32,19,40,17,7,2,26,14,21,59,42,33,8,31,23,6,36,52,5,34,51,3,46,27,16,58,13,53,37,35,25,20,22]"	"[5,4,6,6,5,5,5,5,5,5,4,4,5,5,6,6,7,7,5,7,7,7,7,6,7,7,7,7,7,7,4,5,7,7,5,7,7,7,7,7,7,7,6,5,4,7,7,3,4,7,5,5,7,4,4,5,4,5,4]"
2ZCB2YU98JHSNY18H56BP9IP91INBH	2M0DZKPFE4EG7U3RYAC8O9NZWIOG6J	Sentence Rating	Read some sentences and rate how funny they are.	"rating,words,language,experiment,relatedness"	$0.80 	Mon Jan 14 13:10:04 PST 2013	100	0	0	0	Reviewable	NotReviewed	1 condition	3600	864000	Wed Jan 16 09:14:08 PST 2013	http://requester.mturk.com/mturk/manageHIT?HITId=2ZCB2YU98JHSNY18H56BP9IP91INBH	24426DG67D1XX8QKG53OQ2JI48LF8S	A3N4DQXA435BG5	Submitted	Fri Jan 25 09:40:45 PST 2013	Tue Jan 15 09:28:15 PST 2013	Tue Jan 15 09:40:45 PST 2013						"[7,1,5,6,4,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,1,1,4,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]"	"""None."""	"[2,10,18,26,34,44,52,60,73,81,89,97,105,111,119,127,135,143,153,161,169,175,183,191,199,207,217,225,233,236,244,252,260,268,278,286,294,307,315,323,331,339,343,351,359,367,375,385,393,401,409,417,425,433,441,451,459,467]"	"""35"""	"""M"""	7	"""English"""	"[15,6,27,58,22,39,13,18,33,37,24,30,28,26,2,44,12,49,19,3,41,17,52,21,7,42,35,9,57,29,23,1,40,25,48,46,11,8,50,16,53,38,20,47,36,14,51,10,54,34,31,56,55,4,45,5,43,32]"	"[1,3,1,4,1,1,1,1,7,1,1,3,1,7,7,7,6,5,7,7,6,7,7,7,7,7,7,7,7,4,6,3,4,5,6,7,5,7,4,1,7,1,5,1,1,1,1,1,7,1,1,1,1,1,1,1,1,1]"
2ZCB2YU98JHSNY18H56BP9IP91INBH	2M0DZKPFE4EG7U3RYAC8O9NZWIOG6J	Sentence Rating	Read some sentences and rate how funny they are.	"rating,words,language,experiment,relatedness"	$0.80 	Mon Jan 14 13:10:04 PST 2013	100	0	0	0	Reviewable	NotReviewed	1 condition	3600	864000	Wed Jan 16 09:14:08 PST 2013	http://requester.mturk.com/mturk/manageHIT?HITId=2ZCB2YU98JHSNY18H56BP9IP91INBH	21T4IXKO2L92BR216BO34OCGIMOCDI	AGI7DMA109R6C	Submitted	Fri Jan 25 09:41:52 PST 2013	Tue Jan 15 09:31:59 PST 2013	Tue Jan 15 09:41:52 PST 2013						"[5,6,5,5,1,4,5,5,6,1,5,1,3,1,2,3,1,1,5,1,1,1,4,1,3,1,1,1,3,1,5,5,1,3,5,1,5,4,1,1,5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]"	""""""	"[4,12,20,28,36,46,54,62,67,75,83,91,99,113,121,129,137,145,147,155,163,177,185,193,201,209,211,219,227,235,238,246,254,262,270,280,288,296,301,309,317,325,333,345,353,361,369,377,387,395,403,411,419,427,435,443,453,461,469]"	"""25"""	"""F"""	1	"""English"""	"[51,3,33,16,49,9,8,15,12,52,22,7,19,27,5,26,13,14,4,43,20,31,35,41,28,32,53,6,17,37,50,2,59,47,10,23,39,18,38,24,1,57,56,54,42,36,55,40,21,46,30,58,11,25,44,45,29,34,48]"	"[6,2,3,3,1,2,2,3,2,1,2,1,2,7,6,5,7,7,6,6,7,7,7,3,5,7,1,7,3,3,6,5,2,6,5,3,6,3,3,6,3,3,4,2,2,1,2,1,1,5,1,3,2,3,2,1,1,3,6]"
2ZCB2YU98JHSNY18H56BP9IP91INBH	2M0DZKPFE4EG7U3RYAC8O9NZWIOG6J	Sentence Rating	Read some sentences and rate how funny they are.	"rating,words,language,experiment,relatedness"	$0.80 	Mon Jan 14 13:10:04 PST 2013	100	0	0	0	Reviewable	NotReviewed	1 condition	3600	864000	Wed Jan 16 09:14:08 PST 2013	http://requester.mturk.com/mturk/manageHIT?HITId=2ZCB2YU98JHSNY18H56BP9IP91INBH	28TTHV8ER9Y8N0ANI4JMBKFLVO43QK	AGUCPLIZGKAVF	Submitted	Fri Jan 25 09:42:47 PST 2013	Tue Jan 15 09:34:27 PST 2013	Tue Jan 15 09:42:47 PST 2013						"[6,4,5,6,7,4,2,2,7,2,1,2,3,6,1,1,1,1,3,1,1,1,1,1,1,2,1,1,1,1,5,1,1,1,5,1,1,1,5,3,3,1,1,4,1,2,1,1,7,1,1,1,2,3,3,2,1,1,2]"	""""""	"[7,15,23,31,39,41,49,57,65,70,78,86,94,102,108,116,124,132,140,150,158,166,172,180,188,196,204,214,222,230,241,249,257,265,273,283,291,299,304,312,320,328,336,348,356,364,372,380,382,390,398,406,414,422,430,438,448,456,464]"	"""45"""	"""F"""	4	"""english"""	"[23,56,28,29,9,41,52,54,10,44,43,50,45,12,24,33,35,5,13,19,46,51,22,25,48,6,18,15,16,26,11,20,47,30,38,37,53,3,21,55,4,27,59,17,42,31,36,57,8,1,58,39,7,34,14,40,2,49,32]"	"[2,3,3,3,7,3,2,2,3,1,1,2,2,5,7,1,7,7,6,7,7,7,7,7,7,7,7,7,7,7,1,7,7,7,3,7,7,6,1,7,7,7,7,1,1,1,1,1,1,6,1,1,1,1,1,2,1,1,1]"
