condition	uniquePairID	phoneticID	homophone	word	dummy
2	1218	52	fare	game	1
2	1223	52	fare	toll	1
2	1236	53	heel	just	1
2	1252	54	hymn	back	1
2	1257	54	hymn	perform	1
2	1262	54	hymn	wrote	1
2	1274	55	no's	mother	1
2	1288	56	inn	door	1
2	1293	56	inn	stayed	1
2	1310	57	idol	just	1
2	1315	57	idol	spent	1
2	1325	58	maid	clean	1
2	1339	59	nun	church	1
2	1344	59	nun	pious	1
2	1356	60	mourning	loved	1
2	1370	61	meet	able	1
2	1375	61	meet	pals	1
2	1392	62	reel	caught	1
2	1397	62	reel	good	1
2	1402	62	reel	very	1
2	1416	63	pear	farmer	1
2	1429	64	prey	bed	1
2	1434	64	prey	easily	1
2	1451	65	route	farm	1
2	1456	65	route	tree	1
3	2	1	profit	biblical	1
3	7	1	profit	interpreting	1
3	12	1	profit	non	1
3	31	2	pi	decimal	1
3	36	2	pi	number	1
3	41	2	pi	waistline	1
3	59	3	knead	company	1
3	64	3	knead	make	1
3	69	3	knead	together	1
3	90	4	oar	customer	1
3	95	4	oar	not	1
3	113	5	tears	boxes	1
3	118	5	tears	mother-in-law	1
3	123	5	tears	warehouse	1
3	141	6	pole	conducted	1
3	146	6	pole	new	1
3	151	6	pole	up	1
3	169	7	board	executive	1
3	174	7	board	old	1
3	191	8	grease	donuts	1
3	196	8	grease	portion	1
3	210	9	sign	boutique	1
3	215	9	sign	prayed	1
3	233	10	principal	believe	1
3	238	10	principal	just	1
3	243	10	principal	school	1
3	260	11	cd	drunken	1
3	265	11	cd	part	1
3	283	12	hair	fields	1
3	288	12	hair	magician	1
3	293	12	hair	ran	1
3	310	13	knotty	cabin	1
3	315	13	knotty	sapling	1
3	330	14	taught	hangs	1
3	335	14	taught	skateboard	1
3	351	15	marks	dropped	1
3	356	15	marks	lousy	1
3	373	16	hi	boy	1
3	378	16	hi	risks	1
3	383	16	hi	waved	1
3	400	17	days	learning	1
3	405	17	days	teacher	1
3	422	18	pros	bankers	1
3	427	18	pros	novels	1
3	442	19	plain	beautiful	1
3	447	19	plain	felt	1
3	452	19	plain	sister	1
3	469	20	dam	give	1
3	474	20	dam	not	1
3	493	21	hertz	computer	1
3	498	21	hertz	processing	1
3	512	22	role	bought	1
3	517	22	role	make	1
3	522	22	role	television	1
3	539	23	caller	name	1
3	544	23	caller	puts	1
3	561	24	steal	candy	1
3	566	24	steal	not	1
3	583	25	die	actress	1
3	588	25	die	like	1
3	593	25	die	strands	1
3	612	26	waist	cardboard	1
3	617	26	waist	small	1
3	631	27	feat	exam	1
3	636	27	feat	pants	1
3	641	27	feat	size	1
3	661	28	allowed	family	1
3	666	28	allowed	read	1
3	671	28	allowed	wanted	1
3	689	29	pail	feeling	1
3	694	29	pail	start	1
3	712	30	manner	castle	1
3	717	30	manner	live	1
3	722	30	manner	speaking	1
3	741	31	cache	competitor	1
3	746	31	cache	online	1
3	751	31	cache	suddenly	1
3	773	32	rain	autumn	1
3	778	32	rain	heir	1
3	783	32	rain	queen	1
3	801	33	thyme	extra	1
3	806	33	thyme	herb	1
3	811	33	thyme	tomato	1
3	830	34	poor	cannot	1
3	835	34	poor	say	1
3	840	34	poor	very	1
3	859	35	gilt	frame	1
3	864	35	gilt	paint	1
3	882	36	err	better	1
3	887	36	err	safe	1
3	902	37	son	daughter	1
3	907	37	son	parrot	1
3	922	38	c's	choristers	1
3	927	38	c's	make	1
3	932	38	c's	sing	1
3	952	39	watt	bulb	1
3	957	39	watt	light	1
3	962	39	watt	teacher	1
3	982	40	raiser	beard	1
3	987	40	raiser	local	1
3	992	40	raiser	turned	1
3	1011	41	knot	easy	1
3	1023	42	wood	ask	1
3	1028	42	wood	not	1
3	1041	43	grader	cheese	1
3	1046	43	grader	person	1
3	1063	44	eye	answer	1
3	1073	45	cell	biology	1
3	1078	45	cell	learned	1
3	1093	46	cent	borrow	1
3	1098	46	cent	not	1
3	1113	47	coarse	class	1
3	1118	47	coarse	school	1
3	1133	48	dear	forest	1
3	1142	49	be	hive	1
3	1147	49	be	stung	1
3	1162	50	brake	cars	1
3	1167	50	brake	really	1
3	1181	51	flour	brought	1
3	1186	51	flour	growing	1
3	1191	51	flour	use	1
3	1211	52	fair	insisted	1
3	1216	52	fair	wasn't	1
3	1229	53	heal	takes	1
3	1242	54	him	church	1
3	1247	54	him	priest	1
3	1263	55	knows	almost	1
3	1268	55	knows	string	1
3	1280	56	in	hotel	1
3	1285	56	in	sure	1
3	1299	57	idle	looking	1
3	1304	57	idle	star	1
3	1321	58	made	hired	1
3	1331	59	none	kind	1
3	1336	59	none	sense	1
3	1350	60	morning	shining	1
3	1362	61	meat	butcher	1
3	1367	61	meat	pen	1
3	1381	62	real	counterfeit	1
3	1386	62	real	just	1
3	1403	63	pair	apples	1
3	1408	63	pair	fruit	1
3	1422	64	pray	birds	1
3	1427	64	pray	mouse	1
3	1440	65	root	faster	1
3	1445	65	root	tree's	1
4	16	1	prophet	biblical	1
4	21	1	prophet	interpreting	1
4	26	1	prophet	non	1
4	44	2	pie	decimal	1
4	49	2	pie	number	1
4	54	2	pie	waistline	1
4	75	3	need	company	1
4	80	3	need	make	1
4	85	3	need	together	1
4	103	4	or	customer	1
4	108	4	or	not	1
4	126	5	tiers	boxes	1
4	131	5	tiers	mother-in-law	1
4	136	5	tiers	warehouse	1
4	154	6	poll	conducted	1
4	159	6	poll	new	1
4	164	6	poll	up	1
4	181	7	bored	executive	1
4	186	7	bored	old	1
4	200	8	greece	donuts	1
4	205	8	greece	portion	1
4	223	9	sine	boutique	1
4	228	9	sine	prayed	1
4	245	10	principle	believe	1
4	250	10	principle	just	1
4	255	10	principle	school	1
4	273	11	seedy	drunken	1
4	278	11	seedy	part	1
4	295	12	hare	fields	1
4	300	12	hare	magician	1
4	305	12	hare	ran	1
4	320	13	naughty	cabin	1
4	325	13	naughty	sapling	1
4	341	14	taut	hangs	1
4	346	14	taut	skateboard	1
4	363	15	marx	dropped	1
4	368	15	marx	lousy	1
4	385	16	high	boy	1
4	390	16	high	risks	1
4	395	16	high	waved	1
4	412	17	daze	learning	1
4	417	17	daze	teacher	1
4	432	18	prose	bankers	1
4	437	18	prose	novels	1
4	454	19	plane	beautiful	1
4	459	19	plane	felt	1
4	464	19	plane	sister	1
4	483	20	damn	give	1
4	488	20	damn	not	1
4	502	21	hurts	computer	1
4	507	21	hurts	processing	1
4	524	22	roll	bought	1
4	529	22	roll	make	1
4	534	22	roll	television	1
4	551	23	collar	name	1
4	556	23	collar	puts	1
4	573	24	steel	candy	1
4	578	24	steel	not	1
4	597	25	dye	actress	1
4	602	25	dye	like	1
4	607	25	dye	strands	1
4	621	26	waste	cardboard	1
4	626	26	waste	small	1
4	646	27	feet	exam	1
4	651	27	feet	pants	1
4	656	27	feet	size	1
4	674	28	aloud	family	1
4	679	28	aloud	read	1
4	684	28	aloud	wanted	1
4	702	29	pale	feeling	1
4	707	29	pale	start	1
4	726	30	manor	castle	1
4	731	30	manor	live	1
4	736	30	manor	speaking	1
4	758	31	cash	competitor	1
4	763	31	cash	online	1
4	768	31	cash	suddenly	1
4	786	32	reign	autumn	1
4	791	32	reign	heir	1
4	796	32	reign	queen	1
4	815	33	time	extra	1
4	820	33	time	herb	1
4	825	33	time	tomato	1
4	844	34	pore	cannot	1
4	849	34	pore	say	1
4	854	34	pore	very	1
4	872	35	guilt	frame	1
4	877	35	guilt	paint	1
4	892	36	heir	better	1
4	897	36	heir	safe	1
4	912	37	sun	daughter	1
4	917	37	sun	parrot	1
4	937	38	seas	choristers	1
4	942	38	seas	make	1
4	947	38	seas	sing	1
4	967	39	what	bulb	1
4	972	39	what	light	1
4	977	39	what	teacher	1
4	996	40	razor	beard	1
4	1001	40	razor	local	1
4	1006	40	razor	turned	1
4	1018	41	not	easy	1
4	1031	42	would	ask	1
4	1036	42	would	not	1
4	1053	43	grater	cheese	1
4	1058	43	grater	person	1
4	1068	44	i	answer	1
4	1083	45	sell	biology	1
4	1088	45	sell	learned	1
4	1103	46	scent	borrow	1
4	1108	46	scent	not	1
4	1123	47	course	class	1
4	1128	47	course	school	1
4	1137	48	deer	forest	1
4	1152	49	bee	hive	1
4	1157	49	bee	stung	1
4	1171	50	break	cars	1
4	1176	50	break	really	1
4	1196	51	flower	brought	1
4	1201	51	flower	growing	1
4	1206	51	flower	use	1
4	1219	52	fare	insisted	1
4	1224	52	fare	wasn't	1
4	1237	53	heel	takes	1
4	1253	54	hymn	church	1
4	1258	54	hymn	priest	1
4	1270	55	no's	almost	1
4	1275	55	no's	string	1
4	1289	56	inn	hotel	1
4	1294	56	inn	sure	1
4	1311	57	idol	looking	1
4	1316	57	idol	star	1
4	1326	58	maid	hired	1
4	1340	59	nun	kind	1
4	1345	59	nun	sense	1
4	1357	60	mourning	shining	1
4	1371	61	meet	butcher	1
4	1376	61	meet	pen	1
4	1393	62	reel	counterfeit	1
4	1398	62	reel	just	1
4	1412	63	pear	apples	1
4	1417	63	pear	fruit	1
4	1430	64	prey	birds	1
4	1435	64	prey	mouse	1
4	1452	65	route	faster	1
4	1457	65	route	tree's	1
5	3	1	profit	business	1
5	8	1	profit	known	1
5	13	1	profit	organization	1
5	32	2	pi	dessert	1
5	37	2	pi	places	1
5	55	3	knead	bakers	1
5	60	3	knead	computer	1
5	65	3	knead	milk	1
5	70	3	knead	trade	1
5	91	4	oar	dipped	1
5	96	4	oar	problems	1
5	114	5	tears	cake	1
5	119	5	tears	movie	1
5	124	5	tears	watched	1
5	142	6	pole	country	1
5	147	6	pole	political	1
5	165	7	board	alone	1
5	170	7	board	galas	1
5	175	7	board	tears	1
5	192	8	grease	europe	1
5	197	8	grease	southern	1
5	211	9	sign	clothes	1
5	216	9	sign	says	1
5	234	10	principal	church	1
5	239	10	principal	local	1
5	244	10	principal	wu	1
5	261	11	cd	full	1
5	266	11	cd	people	1
5	284	12	hair	got	1
5	289	12	hair	out	1
5	294	12	hair	rapidly	1
5	311	13	knotty	child	1
5	316	13	knotty	young	1
5	331	14	taught	learn	1
5	336	14	taught	students	1
5	352	15	marks	german	1
5	357	15	marks	math	1
5	374	16	hi	feet	1
5	379	16	hi	say	1
5	384	16	hi	waves	1
5	401	17	days	longs	1
5	406	17	days	time	1
5	423	18	pros	cons	1
5	428	18	pros	sites	1
5	443	19	plain	driving	1
5	448	19	plain	flying	1
5	465	20	dam	beaver	1
5	470	20	dam	horror	1
5	475	20	dam	saw	1
5	494	21	hertz	fell	1
5	499	21	hertz	slow	1
5	513	22	role	directors	1
5	518	22	role	movie	1
5	535	23	caller	bank	1
5	540	23	caller	neck	1
5	545	23	caller	shirt	1
5	562	24	steal	decided	1
5	567	24	steal	ship	1
5	584	25	die	attack	1
5	589	25	die	not	1
5	594	25	die	thought	1
5	613	26	waist	dealing	1
5	618	26	waist	time	1
5	632	27	feat	fit	1
5	637	27	feat	passing	1
5	642	27	feat	studying	1
5	662	28	allowed	intern	1
5	667	28	allowed	say	1
5	685	29	pail	buckets	1
5	690	29	pail	filled	1
5	695	29	pail	those	1
5	713	30	manner	family	1
5	718	30	manner	man's	1
5	723	30	manner	those	1
5	742	31	cache	computer	1
5	747	31	cache	pages	1
5	752	31	cache	ten	1
5	774	32	rain	britain	1
5	779	32	rain	king's	1
5	784	32	rain	took	1
5	802	33	thyme	favorite	1
5	807	33	thyme	lunch	1
5	812	33	thyme	work	1
5	831	34	poor	excuse	1
5	836	34	poor	skin	1
5	855	35	gilt	accused	1
5	860	35	gilt	gold	1
5	865	35	gilt	people	1
5	883	36	err	british	1
5	888	36	err	side	1
5	903	37	son	evening	1
5	908	37	son	rest	1
5	923	38	c's	even	1
5	928	38	c's	mid-atlantic	1
5	933	38	c's	singers	1
5	953	39	watt	desk	1
5	958	39	watt	optometrist	1
5	963	39	watt	told	1
5	983	40	raiser	budget	1
5	988	40	raiser	mayor	1
5	993	40	raiser	used	1
5	1012	41	knot	know	1
5	1024	42	wood	father	1
5	1029	42	wood	party	1
5	1042	43	grader	colby	1
5	1047	43	grader	school	1
5	1064	44	eye	blind	1
5	1074	45	cell	car	1
5	1079	45	cell	price	1
5	1094	46	cent	cost	1
5	1099	46	cent	rid	1
5	1114	47	coarse	hair	1
5	1119	47	coarse	stick	1
5	1134	48	dear	friend	1
5	1143	49	be	honey	1
5	1148	49	be	tried	1
5	1163	50	brake	fast	1
5	1168	50	brake	run	1
5	1182	51	flour	chef	1
5	1187	51	flour	kinds	1
5	1192	51	flour	valentine's	1
5	1212	52	fair	not	1
5	1225	53	heal	bruised	1
5	1230	53	heal	time	1
5	1243	54	him	john	1
5	1248	54	him	sang	1
5	1264	55	knows	answered	1
5	1269	55	knows	word	1
5	1281	56	in	made	1
5	1295	57	idle	celebrity	1
5	1300	57	idle	movie	1
5	1305	57	idle	time	1
5	1322	58	made	up	1
5	1332	59	none	made	1
5	1337	59	none	very	1
5	1351	60	morning	sun	1
5	1363	61	meat	finally	1
5	1368	61	meat	vegetarians	1
5	1382	62	real	diamond	1
5	1387	62	real	need	1
5	1404	63	pair	ate	1
5	1409	63	pair	grow	1
5	1423	64	pray	christians	1
5	1428	64	pray	parish	1
5	1441	65	root	home	1
5	1446	65	root	tripped	1
6	17	1	prophet	business	1
6	22	1	prophet	known	1
6	27	1	prophet	organization	1
6	45	2	pie	dessert	1
6	50	2	pie	places	1
6	71	3	need	bakers	1
6	76	3	need	computer	1
6	81	3	need	milk	1
6	86	3	need	trade	1
6	104	4	or	dipped	1
6	109	4	or	problems	1
6	127	5	tiers	cake	1
6	132	5	tiers	movie	1
6	137	5	tiers	watched	1
6	155	6	poll	country	1
6	160	6	poll	political	1
6	177	7	bored	alone	1
6	182	7	bored	galas	1
6	187	7	bored	tears	1
6	201	8	greece	europe	1
6	206	8	greece	southern	1
6	224	9	sine	clothes	1
6	229	9	sine	says	1
6	246	10	principle	church	1
6	251	10	principle	local	1
6	256	10	principle	wu	1
6	274	11	seedy	full	1
6	279	11	seedy	people	1
6	296	12	hare	got	1
6	301	12	hare	out	1
6	306	12	hare	rapidly	1
6	321	13	naughty	child	1
6	326	13	naughty	young	1
6	342	14	taut	learn	1
6	347	14	taut	students	1
6	364	15	marx	german	1
6	369	15	marx	math	1
6	386	16	high	feet	1
6	391	16	high	say	1
6	396	16	high	waves	1
6	413	17	daze	longs	1
6	418	17	daze	time	1
6	433	18	prose	cons	1
6	438	18	prose	sites	1
6	455	19	plane	driving	1
6	460	19	plane	flying	1
6	479	20	damn	beaver	1
6	484	20	damn	horror	1
6	489	20	damn	saw	1
6	503	21	hurts	fell	1
6	508	21	hurts	slow	1
6	525	22	roll	directors	1
6	530	22	roll	movie	1
6	547	23	collar	bank	1
6	552	23	collar	neck	1
6	557	23	collar	shirt	1
6	574	24	steel	decided	1
6	579	24	steel	ship	1
6	598	25	dye	attack	1
6	603	25	dye	not	1
6	608	25	dye	thought	1
6	622	26	waste	dealing	1
6	627	26	waste	time	1
6	647	27	feet	fit	1
6	652	27	feet	passing	1
6	657	27	feet	studying	1
6	675	28	aloud	intern	1
6	680	28	aloud	say	1
6	698	29	pale	buckets	1
6	703	29	pale	filled	1
6	708	29	pale	those	1
6	727	30	manor	family	1
6	732	30	manor	man's	1
6	737	30	manor	those	1
6	759	31	cash	computer	1
6	764	31	cash	pages	1
6	769	31	cash	ten	1
6	787	32	reign	britain	1
6	792	32	reign	king's	1
6	797	32	reign	took	1
6	816	33	time	favorite	1
6	821	33	time	lunch	1
6	826	33	time	work	1
6	845	34	pore	excuse	1
6	850	34	pore	skin	1
6	868	35	guilt	accused	1
6	873	35	guilt	gold	1
6	878	35	guilt	people	1
6	893	36	heir	british	1
6	898	36	heir	side	1
6	913	37	sun	evening	1
6	918	37	sun	rest	1
6	938	38	seas	even	1
6	943	38	seas	mid-atlantic	1
6	948	38	seas	singers	1
6	968	39	what	desk	1
6	973	39	what	optometrist	1
6	978	39	what	told	1
6	997	40	razor	budget	1
6	1002	40	razor	mayor	1
6	1007	40	razor	used	1
6	1019	41	not	know	1
6	1032	42	would	father	1
6	1037	42	would	party	1
6	1054	43	grater	colby	1
6	1059	43	grater	school	1
6	1069	44	i	blind	1
6	1084	45	sell	car	1
6	1089	45	sell	price	1
6	1104	46	scent	cost	1
6	1109	46	scent	rid	1
6	1124	47	course	hair	1
6	1129	47	course	stick	1
6	1138	48	deer	friend	1
6	1153	49	bee	honey	1
6	1158	49	bee	tried	1
6	1172	50	break	fast	1
6	1177	50	break	run	1
6	1197	51	flower	chef	1
6	1202	51	flower	kinds	1
6	1207	51	flower	valentine's	1
6	1220	52	fare	not	1
6	1233	53	heel	bruised	1
6	1238	53	heel	time	1
6	1254	54	hymn	john	1
6	1259	54	hymn	sang	1
6	1271	55	no's	answered	1
6	1276	55	no's	word	1
6	1290	56	inn	made	1
6	1307	57	idol	celebrity	1
6	1312	57	idol	movie	1
6	1317	57	idol	time	1
6	1327	58	maid	up	1
6	1341	59	nun	made	1
6	1346	59	nun	very	1
6	1358	60	mourning	sun	1
6	1372	61	meet	finally	1
6	1377	61	meet	vegetarians	1
6	1394	62	reel	diamond	1
6	1399	62	reel	need	1
6	1413	63	pear	ate	1
6	1418	63	pear	grow	1
6	1431	64	prey	christians	1
6	1436	64	prey	parish	1
6	1453	65	route	home	1
6	1458	65	route	tripped	1
7	4	1	profit	daniel	1
7	9	1	profit	made	1
7	14	1	profit	year	1
7	33	2	pi	get	1
7	38	2	pi	recite	1
7	56	3	knead	basis	1
7	61	3	knead	dough	1
7	66	3	knead	mothers	1
7	87	4	oar	car	1
7	92	4	oar	either	1
7	97	4	oar	river	1
7	115	5	tears	cheeks	1
7	120	5	tears	ran	1
7	125	5	tears	wedding	1
7	143	6	pole	decided	1
7	148	6	pole	pollsters	1
7	166	7	board	chairman	1
7	171	7	board	man	1
7	176	7	board	time	1
7	193	8	grease	know	1
7	207	9	sign	above	1
7	212	9	sign	function	1
7	217	9	sign	store	1
7	235	10	principal	disliked	1
7	240	10	principal	ms	1
7	257	11	cd	bar	1
7	262	11	cd	grocery	1
7	267	11	cd	stores	1
7	285	12	hair	heads	1
7	290	12	hair	people	1
7	307	13	knotty	admonished	1
7	312	13	knotty	father	1
7	327	14	taught	between	1
7	332	14	taught	mathematics	1
7	337	14	taught	tricks	1
7	353	15	marks	got	1
7	358	15	marks	out	1
7	375	16	hi	instinctively	1
7	380	16	hi	statue	1
7	397	17	days	bad	1
7	402	17	days	news	1
7	407	17	days	tough	1
7	424	18	pros	essays	1
7	429	18	pros	social	1
7	444	19	plain	eat	1
7	449	19	plain	food	1
7	466	20	dam	best	1
7	471	20	dam	logs	1
7	476	20	dam	say	1
7	495	21	hertz	horse	1
7	500	21	hertz	speed	1
7	514	22	role	dress	1
7	519	22	role	plays	1
7	536	23	caller	dog	1
7	541	23	caller	phone	1
7	546	23	caller	walking	1
7	563	24	steal	friend's	1
7	568	24	steal	thieves	1
7	585	25	die	gray	1
7	590	25	die	people	1
7	595	25	die	very	1
7	614	26	waist	fort	1
7	619	26	waist	tiny	1
7	633	27	feat	fourteen	1
7	638	27	feat	quite	1
7	643	27	feat	these	1
7	663	28	allowed	mime	1
7	668	28	allowed	son	1
7	686	29	pail	burdens	1
7	691	29	pail	floor	1
7	696	29	pail	water	1
7	714	30	manner	food	1
7	719	30	manner	manor	1
7	724	30	manner	wealthy	1
7	743	31	cache	copies	1
7	748	31	cache	poker	1
7	753	31	cache	tournament	1
7	775	32	rain	city	1
7	780	32	rain	long	1
7	785	32	rain	wet	1
7	803	33	thyme	flavored	1
7	808	33	thyme	meals	1
7	827	34	poor	afford	1
7	832	34	poor	family	1
7	837	34	poor	small	1
7	856	35	gilt	complex	1
7	861	35	gilt	innocence	1
7	866	35	gilt	person	1
7	884	36	err	careless	1
7	889	36	err	throne	1
7	904	37	son	got	1
7	909	37	son	rises	1
7	924	38	c's	hard	1
7	929	38	c's	novice	1
7	934	38	c's	soprano	1
7	954	39	watt	electrician	1
7	959	39	watt	sixty	1
7	964	39	watt	uses	1
7	984	40	raiser	church	1
7	989	40	raiser	organized	1
7	994	40	raiser	wanted	1
7	1013	41	knot	let's	1
7	1025	42	wood	get	1
7	1030	42	wood	trees	1
